,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,mode,liveness,loudness,speechiness,tempo,time_signature,valence
2023,Mesmerize,The Last Temptation,Ja Rule,2002-01-01,278693,63,0.769,0.0566,0.646,0.0,1,1,0.406,-6.653,0.199,90.079,4,0.433
2024,Where Is The Love?,Elephunk (Ecopac),Black Eyed Peas,2003,272533,0,0.835,0.101,0.687,0.0,5,1,0.132,-3.18,0.184,94.059,4,0.828
2025,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,Supernatural/Shaman,Santana,1999,254466,0,0.59,0.0714,0.929,0.000153,2,1,0.0503,-3.236,0.0478,119.82,4,0.674
2026,"Lose Yourself - From ""8 Mile"" Soundtrack",Curtain Call (Deluxe),Eminem,2005-12-06,326466,1,0.701,0.00971,0.728,0.00115,2,1,0.361,-4.554,0.255,171.388,4,0.0591
2027,Rock Wit U (Awww Baby),Chapter II,Ashanti,2003-01-01,209120,0,0.71,0.409,0.797,0.0,4,0,0.155,-3.005,0.0718,94.994,4,0.845
2028,Cry Me a River,Justified,Justin Timberlake,2002-11-04,288333,76,0.624,0.577,0.654,0.0,8,0,0.104,-6.582,0.183,73.898,4,0.564
2029,How You Gonna Act Like That,I Wanna Go There,Tyrese,2002-12-01,294693,63,0.733,0.107,0.521,0.0,3,0,0.0692,-3.657,0.0457,112.913,4,0.525
2030,Rock Your Body,Justified,Justin Timberlake,2002-11-04,267266,79,0.892,0.201,0.714,0.000234,4,0,0.0521,-6.055,0.141,100.972,4,0.817
2031,No Letting Go,No Holding Back,Wayne Wonder,2003-03-04,200733,0,0.473,0.0675,0.832,0.000151,5,0,0.302,-5.257,0.0528,100.157,4,0.391
2032,Frontin' - Radio Mix/Club Mix,The Neptunes Present... Clones,Pharrell Williams,2003,236506,0,0.883,0.438,0.407,0.0,9,0,0.122,-5.955,0.152,101.976,4,0.767
2033,Landslide,Home,The Chicks,2002-08-27,228626,0,0.571,0.569,0.394,4.21e-06,2,1,0.141,-8.483,0.0272,145.944,4,0.499
2034,Work It,Under Construction,Missy Elliott,2002-11-11,263226,72,0.884,0.0778,0.677,0.0,1,1,0.0732,-5.603,0.283,101.868,4,0.584
2035,03' Bonnie & Clyde,The Hits Collection Volume One [International Version (Explicit)],JAY-Z,2010-11-22,205240,45,0.87,0.209,0.765,0.0,9,0,0.235,-3.4,0.297,89.909,4,0.379
2036,So Gone,After The Storm,Monica,2003,242773,67,0.618,0.176,0.552,0.0,8,1,0.252,-6.863,0.0981,81.975,4,0.586
2037,Air Force Ones,Nellyville (Explicit Version),Nelly,2002-06-25,304000,0,0.786,0.09,0.469,0.0,4,0,0.0812,-9.877,0.313,164.092,4,0.632
2038,"Never Leave You (Uh Oooh, Uh Oooh)",R&B Divas,Lumidee,2007-01-01,184320,42,0.796,0.0492,0.591,0.582,6,1,0.0755,-7.887,0.391,199.893,4,0.813
2039,Beautiful,The Best Of Snoop Dogg,Snoop Dogg,2005-01-01,299146,67,0.893,0.299,0.74,0.0,11,0,0.0881,-4.936,0.132,101.025,4,0.963
2040,Gossip Folks (feat. Ludacris),Under Construction,Missy Elliott,2002-11-11,234893,59,0.707,0.362,0.538,0.0,0,1,0.317,-5.264,0.505,121.732,4,0.439
2041,Miss Independent,Greatest Hits - Chapter One,Kelly Clarkson,2012-11-16,214746,28,0.662,0.0796,0.62,0.000456,11,0,0.07,-6.309,0.127,175.925,4,0.619
2042,Calling All Angels,My Private Nation,Train,2003-06-03,242200,60,0.454,0.0746,0.839,0.0,3,1,0.279,-5.368,0.0441,166.166,4,0.529
2043,Damn! (feat. Lil' Jon) - Club Mix,The Best Of YoungBloodZ: Still Grippin' Tha Grain,Youngbloodz,2006-11-21,297973,43,0.818,0.0149,0.711,0.0,4,0,0.352,-5.816,0.285,84.03,4,0.496
2044,This Is The Night,Playlist: The Very Best Of Clay Aiken,Clay Aiken,2003,211960,12,0.53,0.137,0.562,1.22e-06,11,1,0.225,-8.314,0.0275,98.994,4,0.332
2045,Your Body Is a Wonderland,Room For Squares,John Mayer,2001-08-16,249626,76,0.647,0.0206,0.729,0.0489,5,1,0.134,-6.251,0.0236,94.01,4,0.687
2046,Headstrong,Trapt,Trapt,2002-11-05,285569,76,0.492,0.000172,0.896,2.78e-06,4,0,0.189,-5.819,0.117,184.981,4,0.534
2047,In Those Jeans,The Senior,Ginuwine,2003-04-08,243306,63,0.691,0.508,0.541,0.0,1,1,0.0753,-5.873,0.0776,127.683,4,0.319
2048,Stand Up,Stand Up,Ludacris,2003-01-01,214413,0,0.788,0.378,0.804,0.0,7,1,0.0752,-6.508,0.345,99.257,4,0.751
2049,"The Remedy (I Won't Worry) - Live at the Eagles Ballroom, Milwaukee, WI, 10/28/2003","Tonight, Not Again: Jason Mraz Live at the Eagles Ballroom",Jason Mraz,2004-08-24,219466,25,0.477,0.348,0.94,0.0,10,1,0.97,-4.445,0.0718,105.109,4,0.466
2050,Yeah!,Yeah!,Usher,2004-02-09,250066,3,0.895,0.0219,0.795,0.0,2,1,0.0403,-4.693,0.0977,105.004,4,0.574
2051,Burn - Confession Special Edition Version,Confessions,Usher,2004-03-23,231933,0,0.8,0.319,0.459,0.0,1,1,0.117,-7.143,0.115,119.944,4,0.707
2052,If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,228706,82,0.609,0.603,0.444,6.86e-06,7,1,0.104,-9.129,0.106,118.402,3,0.166
2053,This Love,Songs About Jane,Maroon 5,2002-06-25,206200,0,0.714,0.0551,0.868,0.0,5,0,0.0987,-4.596,0.0363,95.05,4,0.78
2054,Hey Ya!,The Way You Move / Hey Ya!,Outkast,2003,239240,65,0.715,0.0644,0.97,0.000156,0,1,0.205,-2.206,0.0648,79.504,4,0.963
2055,The Reason,The Reason,Hoobastank,2003-01-01,232800,0,0.472,0.0129,0.671,0.0,4,1,0.159,-4.649,0.029,82.952,4,0.0681
2056,I Don't Wanna Know - Main,I Don't Wanna Know,Mario Winans,2004-01-01,258813,0,0.847,0.35,0.479,0.00101,11,0,0.136,-6.214,0.0471,97.023,4,0.414
2057,Hey Ya!,The Way You Move / Hey Ya!,Outkast,2003,239240,65,0.715,0.0644,0.97,0.000156,0,1,0.205,-2.206,0.0648,79.504,4,0.963
2058,Goodies (feat. Petey Pablo),Goodies,Ciara,2004-09-27,223000,70,0.826,0.0277,0.647,1.52e-06,5,0,0.298,-6.306,0.0491,102.017,4,0.872
2059,Lean Back,True Story,Terror Squad,2004-01-01,247426,0,0.799,0.11,0.916,0.0,1,1,0.0746,-3.344,0.471,126.687,5,0.697
2060,Tipsy - Club Mix,Tipsy,J-Kwon,2001-01-01,247106,61,0.925,0.0653,0.741,0.0,9,0,0.044,-5.827,0.315,93.04,4,0.654
2061,Confessions Part II - Confessions Special Edition Version,Confessions,Usher,2004-03-23,211200,0,0.837,0.0508,0.469,0.0,1,1,0.0664,-7.666,0.137,138.052,4,0.708
2062,Slow Motion,Hot Joints 2 (International Version),JUVENILE,2004-01-01,248480,0,0.707,0.517,0.707,0.0,0,0,0.0652,-5.638,0.326,172.976,4,0.888
2063,Freek-A-Leek,Back In The Day ... Hip Hop Classics,Petey Pablo,2011-07-01,233733,34,0.747,0.0827,0.675,0.0,2,1,0.261,-5.49,0.116,105.046,4,0.628
2064,Here Without You,Away From The Sun,3 Doors Down,2002-11-12,238560,0,0.551,0.0587,0.543,0.0,10,0,0.131,-6.765,0.0249,144.001,4,0.213
2065,Slow Jamz (feat. Kanye West & Jamie Foxx),Kamikaze,Twista,2004-01-27,212146,41,0.561,0.373,0.764,0.0,2,0,0.157,-6.645,0.138,145.158,4,0.598
2066,Someday,The Long Road,Nickelback,2003-09-23,207466,71,0.455,0.000616,0.858,0.000247,11,0,0.226,-5.659,0.0391,163.118,4,0.597
2067,Naughty Girl,Dangerously In Love,Beyoncé,2003-03-10,208600,65,0.735,0.239,0.466,6.24e-06,6,0,0.102,-8.65,0.0857,99.973,4,0.643
2068,My Immortal,Fallen,Evanescence,2003,273360,0,0.251,0.748,0.333,1.22e-05,9,1,0.0847,-7.828,0.0336,97.195,5,0.0691
2069,Sunshine,"'80s & '90s Love - Power Ballads, Slow Jams & Love Songs",Lil' Flip,2010-11-01,225319,39,0.867,0.0119,0.432,0.0,7,1,0.069,-7.465,0.187,94.017,4,0.88
2070,Dirt Off Your Shoulder,The Black Album (Explicit),JAY-Z,2003-11-14,245173,0,0.78,0.0321,0.657,2.56e-06,1,1,0.339,-7.149,0.317,163.969,4,0.648
2071,Move Ya Body,Nina Sky,Nina Sky,2004-01-01,232000,39,0.869,0.0221,0.724,0.000699,11,0,0.0572,-6.301,0.0427,121.057,4,0.896
2072,Dip It Low - Remix (US Album Version),Dip It Low (UK 2 trk),Christina Milian,2004-01-01,222173,0,0.789,0.0198,0.748,9.9e-05,9,1,0.103,-4.43,0.0961,84.574,4,0.57
2073,My Boo - Main,My Boo / Confessions Part II,Usher & Alicia Keys,2004-10-18,224120,0,0.668,0.219,0.503,0.0,5,1,0.0647,-8.265,0.14,86.45,4,0.684
2074,One Call Away,Jackpot,Chingy,2003-01-01,276800,64,0.765,0.0918,0.821,0.0,4,0,0.217,-5.926,0.183,162.519,4,0.962
2075,"Me, Myself and I",Dangerously In Love,Beyoncé,2003-03-10,301173,60,0.747,0.228,0.47,9.86e-05,1,1,0.159,-9.08,0.0819,83.615,4,0.555
2076,Turn Me On,Turn Me On (Online Music),Kevin Lyttle,2004-03-30,192106,66,0.677,0.0405,0.682,0.0,9,1,0.0351,-6.879,0.0361,106.279,4,0.875
2077,The First Cut Is The Deepest,Sheryl Crow - Hits & Rarities (International Version),Sheryl Crow,2007-01-01,223853,0,0.508,0.0452,0.704,0.0,2,1,0.106,-5.376,0.0342,160.026,4,0.647
2078,You Don't Know My Name,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,366733,64,0.264,0.59,0.663,0.00443,9,1,0.342,-8.264,0.187,167.078,4,0.249
2079,My Place - Album Version / Explicit,Suit,Nelly,2004-09-14,336506,0,0.6,0.0498,0.641,1.49e-06,1,0,0.0982,-4.237,0.0423,163.153,4,0.642
2080,Overnight Celebrity,Kamikaze,Twista,2004-01-27,233360,69,0.828,0.182,0.792,0.0,10,0,0.281,-5.435,0.179,134.199,4,0.777
2081,Hotel (feat. R. Kelly),Split Personality,Cassidy,2004-03-16,247040,50,0.676,0.103,0.652,0.0,0,1,0.113,-6.846,0.204,91.231,4,0.416
2082,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,JAY-Z,2004-11-30,205733,79,0.687,0.0603,0.793,0.0,2,1,0.582,-4.254,0.166,107.045,4,0.751
2083,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),The Diary Of Alicia Keys,Alicia Keys,2003-12-02,284160,58,0.663,0.555,0.465,0.00183,8,0,0.125,-9.711,0.0317,127.932,4,0.279
2084,She Will Be Loved,Songs About Love (UMGI Version),Maroon 5,2010-01-01,256440,0,0.697,0.058,0.592,0.0,0,0,0.136,-9.667,0.03,102.046,4,0.579
2085,White Flag,Life For Rent,Dido,2003-09-29,240040,59,0.512,0.327,0.525,3.3e-06,5,1,0.081,-6.823,0.0401,169.951,4,0.294
2086,Heaven,Los Lonely Boys,Los Lonely Boys,2004-11-16,226960,59,0.653,0.376,0.816,1.61e-06,11,1,0.0754,-6.373,0.0638,91.894,4,0.802
2087,It's My Life,The Singles Collection,No Doubt,2003-01-01,225866,48,0.606,0.00264,0.75,0.000788,8,0,0.321,-4.535,0.0306,126.316,4,0.771
2088,Pieces Of Me,Autobiography (International Version),Ashlee Simpson,2004-01-01,217440,0,0.505,0.0572,0.799,0.0,2,1,0.11,-4.286,0.077,173.999,4,0.772
2089,Leave (Get Out),JoJo,JoJo,2004-01-01,241413,0,0.69,0.149,0.569,9.44e-05,5,1,0.0877,-6.887,0.217,87.011,4,0.45
2090,Milkshake,Tasty,Kelis,2003-12-05,182626,71,0.881,0.00986,0.774,0.0346,1,1,0.206,-6.068,0.0439,112.968,4,0.759
2091,Splash Waterfalls,Chicken - N - Beer,Ludacris,2003-01-01,290760,26,0.722,0.0908,0.845,0.0,8,0,0.249,-6.051,0.381,73.026,4,0.689
2092,Jesus Walks,The College Dropout (Explicit),Kanye West,2004-01-01,193733,0,0.637,0.614,0.834,0.0,3,0,0.317,-4.686,0.323,87.312,4,0.715
2093,Locked Up,Trouble,Akon,2004-01-01,235066,35,0.818,0.023,0.579,0.0,7,1,0.107,-4.475,0.101,89.987,4,0.354
2094,Stand Up,Chicken - N - Beer,Ludacris,2003-01-01,213760,0,0.75,0.369,0.84,0.0,6,1,0.0916,-4.855,0.349,99.054,4,0.801
2095,Suga Suga,Tha Smokin' Nephew,Baby Bash,2003-01-01,239026,0,0.662,0.688,0.748,8.43e-06,5,0,0.0841,-3.041,0.268,82.331,4,0.535
2096,All Falls Down,The College Dropout (Explicit),Kanye West,2004-01-01,223506,0,0.657,0.149,0.734,0.0,8,0,0.139,-4.832,0.484,91.03,4,0.434
2097,Toxic,Greatest Hits: My Prerogative,Britney Spears,2004-11-08,198813,56,0.774,0.027,0.839,0.0166,5,0,0.252,-3.948,0.114,142.985,4,0.923
2098,Salt Shaker,Me & My Brother,Ying Yang Twins,2003-09-16,252440,63,0.884,0.0509,0.697,0.0,11,1,0.094,-6.022,0.128,101.965,4,0.322
2099,With You,In This Skin (Deluxe Edition),Jessica Simpson,2003,191826,61,0.553,0.0923,0.756,0.0,0,1,0.215,-4.583,0.108,94.487,4,0.605
2100,Bad Day,Bad Day,Daniel Powter,2005-04-25,233640,30,0.599,0.448,0.785,0.00336,3,1,0.151,-4.013,0.0309,140.046,4,0.52
2101,Temperature,Temperature,Sean Paul,2005,216466,0,0.951,0.104,0.597,0.0,0,0,0.0718,-4.651,0.0669,125.024,4,0.819
2102,Promiscuous,The Best of Nelly Furtado (International Version),Nelly Furtado,2010-01-01,242373,0,0.818,0.0521,0.972,4.7e-05,10,0,0.168,-6.032,0.0502,114.315,4,0.891
2103,You're Beautiful,Back to Bedlam,James Blunt,2005-10-04,209493,67,0.675,0.633,0.479,1.76e-05,0,0,0.088,-9.87,0.0278,81.998,4,0.454
2104,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,2005-11-28,218093,84,0.778,0.284,0.824,0.0,10,0,0.405,-5.892,0.0707,100.024,4,0.758
2105,Unwritten,Unwritten,Natasha Bedingfield,2004-09-06,255000,0,0.752,0.00408,0.794,0.0,7,0,0.0513,-5.74,0.0589,99.966,4,0.758
2106,Crazy - Single Version,Crazy,Gnarls Barkley,2006-03-31,180786,54,0.864,0.0259,0.474,0.0487,0,0,0.0906,-8.41,0.0367,111.952,4,0.602
2107,Ridin' Dirty (feat. Chamillionaire),Everybody Wants A Thug,Chamillionaire,2010-07-22,244062,0,0.677,0.141,0.911,0.0,8,0,0.0582,-3.158,0.22,143.047,4,0.85
2108,SexyBack,FutureSex/LoveSounds,Justin Timberlake,2006-09-12,242733,0,0.967,0.0584,0.583,0.0,7,0,0.0519,-5.562,0.0789,117.0,4,0.964
2109,Check On It (feat. Slim Thug),#1's,Beyoncé,2005,210426,44,0.702,0.0701,0.89,0.0,7,1,0.385,-3.794,0.214,166.115,4,0.887
2110,Be Without You - Live,Enough Cryin',Mary J. Blige,2006-01-01,272626,8,0.605,0.0307,0.528,0.0,0,1,0.117,-6.993,0.0573,147.135,4,0.55
2111,Grillz,Grillz,Nelly,2005-01-01,272546,47,0.864,0.0361,0.499,0.0,7,1,0.199,-7.783,0.249,82.994,4,0.844
2112,Over My Head (Cable Car),Over My Head (Cable Car),The Fray,2005-10-07,236373,53,0.591,0.0204,0.699,0.0,8,1,0.0614,-5.221,0.0449,116.029,4,0.733
2113,Me & U,Cassie (U.S. Version),Cassie,2006-08-07,192213,76,0.803,0.352,0.454,0.0,8,0,0.0655,-4.802,0.0294,99.99,4,0.739
2114,Buttons,Pop Princess,The Pussycat Dolls,2007-01-01,225906,37,0.549,0.186,0.748,0.0,2,1,0.287,-6.821,0.304,210.883,4,0.452
2115,Run It! (feat. Juelz Santana),Chris Brown,Chris Brown,2005,229866,0,0.846,0.0246,0.482,0.0,1,0,0.393,-6.721,0.129,100.969,4,0.212
2116,So Sick,In My Own Words,Ne-Yo,2006-01-01,207186,62,0.572,0.254,0.572,0.0,6,1,0.191,-8.324,0.3,94.897,4,0.61
2117,It's Goin' Down (feat. Nitti),New Joc City,Yung Joc,2006-06-06,241840,67,0.888,0.0986,0.577,0.0,1,0,0.131,-7.702,0.0612,84.003,4,0.609
2118,SOS,A Girl Like Me (UK),Rihanna,2006-04-10,238750,0,0.678,0.004,0.671,5.07e-05,7,1,0.442,-4.905,0.0364,137.05,4,0.527
2119,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,2005-09-27,185586,73,0.566,0.0737,0.815,0.0,9,0,0.12,-4.481,0.14,169.961,4,0.672
2120,Move Along,Move Along,The All-American Rejects,2005-01-01,238880,62,0.526,0.000124,0.92,0.0,3,1,0.371,-3.866,0.0472,109.86,4,0.615
2121,London Bridge,The Dutchess (Deluxe International Version),Fergie,2006-01-01,241306,0,0.769,0.216,0.609,0.0,1,1,0.166,-5.894,0.357,90.951,4,0.633
2122,Dani California,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,282160,79,0.556,0.0193,0.913,8.59e-06,0,1,0.346,-2.36,0.0437,96.184,4,0.73
2123,Snap Yo Fingers,Snap Yo Fingers - Single,Lil Jon,2006-05-02,274386,70,0.835,0.00647,0.757,0.0,8,0,0.29,-5.029,0.23,82.038,4,0.626
2124,"Lean Wit It, Rock Wit It - feat. Peanut & Charlay","Lean Wit It, Rock Wit It",Dem Franchize Boyz,2005,230960,0,0.886,0.0847,0.618,0.0,0,1,0.101,-5.734,0.301,76.019,4,0.643
2125,What Hurts The Most,Me And My Gang,Rascal Flatts,2006-01-01,214106,45,0.539,0.00962,0.683,0.0,5,0,0.284,-5.157,0.0276,136.032,4,0.331
2126,How to Save a Life,How To Save A Life,The Fray,2005-09-13,262533,83,0.64,0.269,0.743,0.0,10,1,0.101,-4.08,0.0379,122.035,4,0.361
2127,Unfaithful,"Def Jam 25, Vol. 20 - Ladies First (Explicit Version)",Rihanna,2009-01-01,227120,0,0.582,0.843,0.528,0.0,0,0,0.211,-3.953,0.0324,144.147,4,0.325
2128,Chasing Cars,Chasing Cars,Snow Patrol,2006-01-01,266346,62,0.556,0.214,0.595,8.33e-05,9,1,0.125,-4.51,0.0275,104.001,4,0.144
2129,Lips Of An Angel,Extreme Behavior,Hinder,2005,261853,17,0.473,0.0258,0.728,0.0,2,1,0.191,-5.832,0.0337,128.975,4,0.229
2130,Everytime We Touch - Radio Edit,Everytime We Touch,Cascada,2006,199120,0,0.624,0.004,0.976,1.18e-05,8,1,0.376,-5.355,0.0494,142.008,4,0.514
2131,Ain't No Other Man,Back To Basics,Christina Aguilera,2006,228906,0,0.862,0.00376,0.742,0.00855,7,1,0.103,-4.722,0.222,127.91,4,0.511
2132,"Dance, Dance",From Under The Cork Tree,Fall Out Boy,2005-01-01,180266,0,0.62,0.00523,0.961,0.0,11,0,0.0854,-3.198,0.154,114.448,4,0.449
2133,Gold Digger,Late Registration,Kanye West,2005-01-01,207626,0,0.646,0.0192,0.696,0.0,1,0,0.0762,-5.572,0.342,92.88,4,0.625
2134,Money Maker,Release Therapy,Ludacris,2006-01-01,230613,0,0.464,0.149,0.598,0.0,1,1,0.299,-6.79,0.27,79.732,4,0.612
2135,Ms. New Booty,Ms. New Booty,Bubba Sparxxx,2005-01-01,252653,64,0.64,0.016,0.62,0.0,1,1,0.0831,-5.931,0.416,129.37,5,0.609
2136,Give It Up to Me - Radio Edit,The Trinity,Sean Paul,2005-09-26,254146,51,0.867,0.177,0.606,0.0,8,1,0.0651,-5.698,0.319,96.174,4,0.614
2137,Photograph,All the Right Reasons (Walmart Exclusive Edition),Nickelback,2005-09-26,258920,51,0.515,0.000932,0.876,0.000166,8,1,0.136,-3.756,0.0292,145.916,4,0.385
2138,Because of You,Breakaway,Kelly Clarkson,2004,219493,0,0.584,0.248,0.583,0.0,5,0,0.124,-5.284,0.0313,139.93,4,0.15
2139,Stickwitu,Sleepover,The Pussycat Dolls,2007-01-01,207906,14,0.658,0.289,0.498,0.0,9,1,0.0588,-8.178,0.0449,79.997,4,0.443
2140,I'm N Luv (Wit a Stripper) (feat. Mike Jones),Rappa Ternt Sanga,T-Pain,2005,265333,1,0.731,0.00544,0.368,0.0,8,1,0.193,-10.38,0.0688,145.171,4,0.512
2141,My Humps,Monkey Business (International Version),Black Eyed Peas,2005-01-01,326960,0,0.802,0.111,0.682,1.39e-05,1,0,0.109,-5.924,0.222,123.95,4,0.586
2142,Where'd You Go (feat. Holly Brook & Jonah Matranga),The Rising Tied,Fort Minor,2005-11-15,231866,0,0.751,0.265,0.807,0.00331,1,0,0.11,-3.698,0.151,89.996,4,0.235
2143,Yo (Excuse Me Miss),Chris Brown,Chris Brown,2005,229040,0,0.536,0.119,0.612,0.0,4,1,0.209,-5.847,0.272,86.768,4,0.57
2144,Walk Away,Greatest Hits - Chapter One,Kelly Clarkson,2012-11-16,188986,29,0.747,0.0156,0.898,0.0,0,1,0.136,-4.51,0.0427,115.986,4,0.928
2145,Laffy Taffy,Down for Life,D4L,2005-11-08,224253,66,0.891,0.0351,0.439,0.0,7,0,0.0932,-7.994,0.428,77.499,4,0.622
2146,What You Know,King,T.I.,2006-03-27,273733,0,0.548,0.0154,0.815,0.0,3,0,0.12,-4.389,0.0376,146.934,4,0.345
2147,Dirty Little Secret,Move Along,The All-American Rejects,2005-01-01,193653,68,0.469,0.000343,0.955,1.35e-06,10,1,0.548,-4.253,0.0432,143.853,4,0.462
2148,Savin' Me,All the Right Reasons (Walmart Exclusive Edition),Nickelback,2005-09-26,219320,46,0.441,0.000731,0.815,0.0,3,1,0.414,-4.088,0.0276,164.007,4,0.522
2149,Don't Forget About Us - Radio Edit,The Emancipation of Mimi,Mariah Carey,2005-01-01,233133,36,0.697,0.0552,0.534,0.0,5,1,0.102,-7.002,0.0412,143.665,4,0.397
2150,Irreplaceable,B'Day Deluxe Edition,Beyoncé,2007-05-29,227853,73,0.447,0.0293,0.694,5.46e-06,7,0,0.167,-4.637,0.382,175.868,4,0.509
2151,Umbrella,Good Girl Gone Bad,Rihanna,2007-03-31,275986,66,0.581,0.0101,0.827,0.0,1,1,0.0522,-4.566,0.141,174.013,4,0.549
2152,The Sweet Escape,The Sweet Escape (International Version),Gwen Stefani,2006-01-01,246466,0,0.756,0.191,0.77,0.0,1,1,0.178,-3.502,0.0343,119.961,4,0.73
2153,Big Girls Don't Cry (Personal),Songs About Love (UMGI Version),Fergie,2010-01-01,268533,0,0.705,0.233,0.494,0.0,7,1,0.0825,-8.83,0.0398,113.085,4,0.287
2154,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany,T-Pain,2007-06-05,227960,5,0.451,0.0108,0.55,0.0,1,1,0.0737,-8.137,0.262,80.001,4,0.594
2155,Before He Cheats,Some Hearts,Carrie Underwood,2005-11-14,199946,79,0.519,0.271,0.749,0.0,6,0,0.119,-3.318,0.0405,147.905,4,0.29
2156,Hey There Delilah,Hey There Delilah,Plain White T's,2006,233200,0,0.527,0.819,0.452,0.0,2,1,0.102,-7.844,0.0293,103.851,4,0.311
2157,I Wanna Love You - Album Version (Edited),I Wanna Love You Ft. Snoop Dog (Clean Version),Akon,2006-01-01,249306,0,0.86,0.0403,0.467,0.0,9,0,0.276,-9.434,0.0369,99.961,4,0.385
2158,Say It Right - Main,The Best of Nelly Furtado (International Version),Nelly Furtado,2010-01-01,223520,0,0.868,0.0478,0.871,0.000633,1,1,0.0481,-6.179,0.136,116.944,4,0.838
2159,Glamorous,Glamorous,Fergie,2007-01-01,246573,32,0.81,0.287,0.755,0.0,0,1,0.0816,-6.408,0.201,130.99,4,0.623
2160,Don't Matter,Konvicted,Akon,2006-11-13,293066,0,0.798,0.247,0.445,0.0,2,1,0.318,-6.054,0.0407,125.164,4,0.347
2161,Girlfriend,Girlfriend EP,Avril Lavigne,2007-02-27,217200,35,0.553,0.000779,0.961,0.000131,7,1,0.204,-1.848,0.102,164.027,4,0.58
2162,Makes Me Wonder,It Won't Be Soon Before Long,Maroon 5,2007,211080,41,0.805,0.00501,0.852,0.000343,7,1,0.0599,-2.431,0.0363,113.999,4,0.881
2163,Party Like A Rock Star,Party Like A Rockstar,Shop Boyz,2007-01-01,253000,0,0.611,0.00455,0.689,0.0,7,1,0.514,-4.976,0.041,144.998,4,0.704
2164,Smack That - Dirty,Konvicted,Akon,2006-11-13,212360,0,0.939,0.305,0.74,0.0,5,0,0.0975,-5.143,0.0501,118.979,4,0.927
2165,This Is Why I'm Hot - Album Version (Edited),Music Is My Savior,MiMS,2007-01-01,253706,32,0.87,0.263,0.591,0.0,8,1,0.483,-6.322,0.424,80.018,4,0.539
2166,It's Not Over,Daughtry,Daughtry,2006-11-20,215026,56,0.426,0.0559,0.92,0.0,10,0,0.245,-3.243,0.0599,145.944,4,0.296
2167,The Way I Are,R&B Club,Timbaland,2007-01-01,180546,29,0.73,0.181,0.706,0.767,6,1,0.326,-8.956,0.127,114.736,4,0.791
2168,Fergalicious,The Dutchess (Deluxe International Version),Fergie,2006-01-01,292373,0,0.906,0.0576,0.584,0.0,8,0,0.128,-7.72,0.316,129.055,4,0.831
2169,Crank That (Soulja Boy),Crank That (Soulja Boy),Soulja Boy,2007-01-01,222653,0,0.74,0.515,0.722,0.0,0,1,0.074,-2.149,0.0791,140.139,4,0.841
2170,Give It To Me,Shock Value,Timbaland,2007-01-01,234080,0,0.978,0.208,0.696,0.00705,8,1,0.107,-4.962,0.0639,110.624,4,0.794
2171,What Goes Around.../...Comes Around (Interlude),FutureSex/LoveSounds,Justin Timberlake,2006-09-12,448573,0,0.687,0.122,0.723,0.00102,7,1,0.573,-4.751,0.0709,76.0,4,0.432
2172,Cupid's Chokehold / Breakfast in America - Radio Mix,As Cruel as School Children,Gym Class Heroes,2006-07-25,237173,18,0.584,0.495,0.681,0.0,1,0,0.289,-5.084,0.0781,79.702,4,0.821
2173,How to Save a Life,How To Save A Life,The Fray,2005-09-13,262533,83,0.64,0.269,0.743,0.0,10,1,0.101,-4.08,0.0379,122.035,4,0.361
2174,Home,Daughtry,Daughtry,2006-11-20,255666,55,0.444,0.00197,0.85,2e-06,6,1,0.198,-3.888,0.0363,143.973,4,0.337
2175,My Love,FutureSex/LoveSounds,Justin Timberlake,2006-09-12,276160,0,0.771,0.285,0.676,4.49e-06,4,0,0.546,-6.018,0.223,119.997,4,0.804
2176,Stronger,Stronger,Kanye West,2007-01-01,312373,46,0.584,0.00257,0.698,0.0,1,1,0.295,-9.476,0.122,103.966,4,0.478
2177,We Fly High,Hustler's P.O.M.E.,Jim Jones,2006-11-07,233266,0,0.556,0.126,0.857,0.0,1,1,0.104,-5.764,0.338,118.966,5,0.429
2178,U + Ur Hand,Greatest Hits...So Far!!!,P!nk,2010-11-12,214826,44,0.691,0.000772,0.908,0.0,0,1,0.0321,-3.544,0.0508,141.023,4,0.872
2179,Walk It Out,Beat N' Down Yo Block - Deluxe Edition,Unk,2006,173053,0,0.793,0.102,0.708,0.0,1,0,0.112,-5.85,0.134,160.02,4,0.757
2180,Beautiful Girls,Beautiful Girls,Sean Kingston,2007-07-23,225373,80,0.762,0.15,0.661,0.0,1,0,0.256,-6.075,0.0687,130.009,4,0.769
2181,"This Ain't A Scene, It's An Arms Race",Believers Never Die - Greatest Hits,Fall Out Boy,2009-01-01,213280,0,0.433,0.00111,0.887,0.0,9,1,0.0509,-3.987,0.0599,200.073,4,0.481
